web-scraper-order,web-scraper-start-url,Game_title,Rating,Downloads
"1613978471-2784","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=55","Hudson's Adventure Island 2","4.1/5","5,358"
"1613978237-1044","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=142","Whomp'Em","4.4/5","3,476"
"1613978304-1533","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=117","Super 700-in-1","3.7/5","24,153"
"1613978294-1463","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=121","Super Mario Bros (JU)","4.2/5","6,324"
"1613978581-3578","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=15","Bikkuriman World - Gekitou Sei Senshi [hM02]","5/5","1,016"
"1613978458-2680","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=60","Journey To Silius [T-Port]","3.8/5","1,379"
"1613978194-712","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=158","ZZZ_UNK_OP_WOLF","5/5","1,092"
"1613978420-2410","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=74","Mario Line World (SMB1 Hack)","4.3/5","2,258"
"1613978350-1889","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=100","Raster Chroma Luma Test (PD)","5/5","783"
"1613978463-2722","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=58","Infiltrator","4.5/5","1,809"
"1613978256-1189","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=135","Touch Down Fever","2.2/5","1,893"
"1613978507-3046","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=42","Final Fantasy 3 [T-Eng][a15]","5/5","822"
"1613978213-854","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=151","ZZZ_UNK_Desert Commander (Bad CHR Dcb90141)","5/5","611"
"1613978507-3033","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=42","Final Fantasy 2 [T-Eng1.03]","3.8/5","5,856"
"1613978531-3223","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=33","Double Dragon 3 - The Rosetta Stone","3.7/5","6,345"
"1613978227-965","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=146","Zelda 2 - The Adventure Of Link [T-French1.1]","4.5/5","2,209"
"1613978256-1177","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=135","Toobin","4/5","3,276"
"1613978289-1428","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=123","Super Mario Bros 3 (PRG 0) [T-Swedx.x]","4.4/5","6,841"
"1613978253-1167","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=136","Transformers - Shockwave-Energon Hunt (Shockwave Hack) [a1]","5/5","1,278"
"1613978372-2044","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=92","Panic Restaurant","4.2/5","4,599"
"1613978409-2325","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=78","Mega Man 2","3.8/5","62,087"
"1613978562-3437","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=22","Cattou Ninden Teyandee [T-Eng_Partial]","4.2/5","2,040"
"1613978364-1986","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=95","Polar Pinwheel Demo (PD)","0/5","475"
"1613978583-3611","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=14","Big Nose Freaks Out (Aladdin)","4.8/5","1,261"
"1613978482-2864","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=51","Guerrilla War","4.2/5","7,806"
"1613978587-3623","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=13","Battle Beasts (Donkey Kong 3 Hack)","4.9/5","1,414"
"1613978479-2849","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=52","Harlem Globetrotters","4.7/5","1,691"
"1613978224-937","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=147","Zelda Simulator (PD) [a1]","4.1/5","1,128"
"1613978409-2317","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=78","Mechanized Attack","4.1/5","1,485"
"1613978559-3418","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=23","Chip 'n Dale Rescue Rangers [T-Port]","4.5/5","2,742"
"1613978512-3087","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=40","Ferrari - Grand Prix Challenge","4.8/5","2,577"
"1613978291-1439","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=122","Super Mario Bros 2","4.4/5","19,899"
"1613978458-2686","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=60","Joy Mecha Fight [T-Eng1.0]","4.6/5","2,395"
"1613978269-1289","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=130","Teenage Mutant Ninja Turtles 2","4.1/5","11,377"
"1613978444-2584","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=65","Kung Fu [T-Port]","4.3/5","2,946"
"1613978617-3838","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=2","3-D Battles Of World Runner, The","4.5/5","6,875"
"1613978587-3627","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=13","Battle City (Bootleg) (VS)","3.9/5","7,339"
"1613978504-3027","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=43","Fire Hawk","3.4/5","1,701"
"1613978479-2847","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=52","Happy Mario V1.0 (SMB1 Hack)","4.4/5","960"
"1613978192-696","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=159","ZZZ_UNK_smm","0/5","709"
"1613978531-3227","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=33","Double Dribble (PC10)","4/5","5,625"
"1613978256-1174","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=135","Tom Servo (Mega Man 3 Hack)","3/5","973"
"1613978609-3781","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=5","Adventures Of Lolo 3","4.2/5","9,796"
"1613978427-2455","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=71","Madd City War X (River City Ransom Hack) [a1]","0/5","599"
"1613978283-1378","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=125","Super Mystery Science Theater 3000 (SMB1 Hack)","5/5","610"
"1613978518-3130","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=38","Evert & Lendl Top Player's Tennis","4.2/5","1,620"
"1613978474-2801","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=54","Hogan's Alley (JU)","4.2/5","3,055"
"1613978269-1277","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=130","Tecmo Super Bowl ('98 NFL Season Hack)","4.9/5","2,174"
"1613978444-2576","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=65","Kouryuu Densetsu Villgust Gaiden [T-Eng1.1]","4.4/5","1,060"
"1613978542-3311","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=29","Destination Earthstar","4.7/5","2,110"
"1613978554-3386","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=25","Coke Head Junkie (Code Name Viper Hack)","3.7/5","1,034"
"1613978235-1021","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=143","Wizards & Warriors 3","4.9/5","6,390"
"1613978430-2484","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=70","M82 Game Selectable Working Product Display","0/5","1,020"
"1613978422-2427","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=73","Mario Bros (JU)","3.8/5","15,954"
"1613978493-2951","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=47","Gekitou Stadium!! [hFFE]","4.4/5","591"
"1613978512-3086","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=40","Ferrari - Grand Prix Challenge","4.1/5","2,981"
"1613978331-1742","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=107","Sesame Street 123","5/5","2,020"
"1613978485-2886","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=50","Gradius 2 [hM04]","4.1/5","8,789"
"1613978572-3526","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=18","Bubble Bobble [T-Span0.99]","4.3/5","2,277"
"1613978617-3843","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=2","31-in-1 (Menu)","3.7/5","9,139"
"1613978366-2005","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=94","Pill Bros (SMB1 Hack)","2/5","1,250"
"1613978197-747","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=157","ZZZ_UNK_Nightshade (Bad Dump)","3.5/5","1,056"
"1613978567-3475","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=20","Captain Planet And The Planeteers","4.1/5","5,314"
"1613978542-3299","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=29","Deep Dungeon 4 - Kuro No Youjutsushi [T-Eng]","4.8/5","1,098"
"1613978581-3576","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=15","Bigfoot","4.2/5","5,002"
"1613978575-3548","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=17","Bomberman 97 (Bomberman Collection Hack)","4.1/5","5,125"
"1613978444-2583","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=65","Kung Fu (PC10)","4.8/5","2,789"
"1613978430-2491","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=70","Mach Rider (JU) [p2]","3.5/5","982"
"1613978259-1200","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=134","TMNT Bros (Rev 1) (SMB1 Hack)","4.1/5","2,164"
"1613978564-3471","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=21","Castlevania 2 - Simon's Quest [T-Swed1.0]","4.2/5","1,300"
"1613978283-1374","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=125","Super Mario World","3.8/5","248,027"
"1613978404-2289","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=80","Metroid (Dirty Pair Hack)","5/5","2,617"
"1613978344-1839","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=102","Rikers Quest (SMB1 Hack)","3.3/5","742"
"1613978598-3698","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=9","Atari RBI Baseball (VS)","3.3/5","1,973"
"1613978430-2480","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=70","Luigi's First Quest - Search For Mario (SMB1 Hack)","3.2/5","2,632"
"1613978487-2901","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=49","Golf (PC10)","3.7/5","2,833"
"1613978374-2055","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=91","Operation Secret Storm","5/5","1,394"
"1613978598-3707","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=9","Attack Of The Killer Tomatoes","3.8/5","3,333"
"1613978208-818","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=153","ZZZ_UNK_FC2121","0/5","495"
"1613978272-1311","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=129","Tecmo Bowl 97 (Hack)","5/5","2,989"
"1613978556-3401","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=24","Circus Mario (Circus Charlie Hack)","4.4/5","6,131"
"1613978412-2344","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=77","Master Fighter 2","4.8/5","1,922"
"1613978377-2075","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=90","Nintendo World Cup (PC10)","4.1/5","6,427"
"1613978197-735","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=157","ZZZ_UNK_Mario Open Golf (Bad CHR B95e6201)","4.5/5","787"
"1613978430-2481","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=70","Lunar Pool","4.4/5","5,565"
"1613978441-2556","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=66","Last Action Hero","4.3/5","2,719"
"1613978458-2672","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=60","Ji Du Shan En Chou Ji - Le Comte De Monte-Cristo","3.8/5","541"
"1613978379-2105","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=89","Ninja Hattori Kun [p2]","4.3/5","4,194"
"1613978447-2609","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=64","Konami Hyper Soccer","4.1/5","5,497"
"1613978294-1453","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=121","Super Mario 4 (SMB1 Hack) [a3]","4.5/5","4,493"
"1613978222-930","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=148","ZZZ_UNK_Binary Land (Bad CHR 2c31d7ec)","0/5","765"
"1613978297-1474","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=120","Super Fag Bros 3 (SMB3 Hack)","5/5","1,331"
"1613978567-3480","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=20","Captain Tsubasa Vol 2 - Super Striker","3.7/5","21,927"
"1613978495-2960","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=46","Ganbare Goemon Gaiden - Kieta Ougon Kiseru [hM17]","1.5/5","1,032"
"1613978493-2944","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=47","Gauntlet XXX (Gauntlet Hack)","4.2/5","4,522"
"1613978482-2861","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=51","Gryzor [T-Eng1.0][a2]","4.1/5","3,550"
"1613978361-1960","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=96","Poppy's Pinball (Pinball Hack)","4.3/5","815"
"1613978589-3632","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=12","Bard's Tale - Tales Of The Unknown, The","4/5","5,033"
"1613978495-2954","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=46","Game Genie (Unl)","3.6/5","7,413"
"1613978406-2302","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=79","Mega Man 6 [T-Norwegian_Just4Fun]","5/5","878"
"1613978259-1199","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=134","Tiny Toon Adventures Cartoon Workshop","2.9/5","2,718"
"1613978382-2122","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=88","NFL 99 (Tecmo Super Bowl Hack)","3.8/5","2,554"
"1613978444-2581","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=65","Kung Fu","4.2/5","13,450"
"1613978318-1637","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=112","Somari","3.4/5","20,526"
"1613978398-2240","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=82","Mike Tyson's Punch-Out!!","4.3/5","11,299"
"1613978531-3226","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=33","Double Dragon 4","4/5","13,624"
"1613978328-1725","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=108","Short Order - Eggsplode","4.7/5","1,039"
"1613978523-3156","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=36","Dragon Pervert (New) (Dragon Warrior Hack)","2.8/5","1,877"
"1613978542-3300","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=29","Deep Dungeon 4 - Kuro No Youjutsushi [T-Eng1.0]","5/5","1,008"
"1613978477-2827","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=53","Herakles No Eikou 2 - Titan No Metsubou [T-Eng1.3]","0/5","748"
"1613978326-1693","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=109","Side Pocket","4/5","8,114"
"1613978447-2594","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=64","Kings Of The Beach","5/5","3,305"
"1613978275-1313","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=128","Swords And Serpents","5/5","3,427"
"1613978447-2598","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=64","Kiss Goes Golfing Starring Ace Frehley (Golf Hack)","5/5","1,044"
"1613978564-3463","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=21","Castlevania 2 - Simon's Quest","4.1/5","31,773"
"1613978617-3840","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=2","3-D Battles Of World Runner, The [hM34][a1]","4.9/5","1,829"
"1613978461-2707","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=59","Jeopardy! Junior Edition","4.9/5","1,707"
