web-scraper-order,web-scraper-start-url,game,game-href,image-src,name,file_size,region,genre,download_count,rating,rate_count,download_url,download_url-href,real_url
"1613997767-5725","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=71","Magician","https://romsmania.cc/roms/nintendo/magician-241409","https://romsmania.cc/statics/assets/covers/nintendo/49405front-4089.jpg","Magician","148.1KB","USA","null","2,475","4.7","5","Download","https://romsmania.cc/download/roms/nintendo/magician-241409","https://s2roms.cc/s3roms/Nintendo/USA/L-O/Magician%20%28U%29.zip"
"1613999660-6022","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=56","Icarus In The Hood (Kid Icarus Hack)","https://romsmania.cc/roms/nintendo/icarus-in-the-hood-kid-icarus-hack-241112","https://romsmania.cc/statics/assets/covers/nintendo/icarus-in-the-hood-(kid-icarus-hack)-nintendo.jpg","Icarus In The Hood (Kid Icarus Hack)","62.3KB","USA","Shooter","2,012","4.8","2","Download","https://romsmania.cc/download/roms/nintendo/icarus-in-the-hood-kid-icarus-hack-241112","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Icarus%20in%20The%20Hood%20%28Kid%20Icarus%20Hack%29.zip"
"1613998337-5814","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=67","Legend Of The Blob Brothers 2 V1.1 (SMB2 Hack) [a1]","https://romsmania.cc/roms/nintendo/legend-of-the-blob-brothers-2-v1-1-smb2-hack-a1-241319","https://romsmania.cc/statics/assets/covers/nintendo/thelegendsupermariobros3bysupercaterina-6152.jpg","Legend Of The Blob Brothers 2 V1.1 (SMB2 Hack) [a1]","80.0KB","USA","null","1,184","0.5","1","Download","https://romsmania.cc/download/roms/nintendo/legend-of-the-blob-brothers-2-v1-1-smb2-hack-a1-241319","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Legend%20of%20the%20Blob%20Brothers%202%20v1.1%20%28SMB2%20Hack%29%20%5Ba1%5D.zip"
"1613987949-4289","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=143","Wizardry - The Knight Of Diamonds","https://romsmania.cc/roms/nintendo/wizardry-the-knight-of-diamonds-242849","https://romsmania.cc/statics/assets/covers/nintendo/49922front-4533.jpg","Wizardry - The Knight Of Diamonds","132.9KB","USA","null","2,743","4.6","7","Download","https://romsmania.cc/download/roms/nintendo/wizardry-the-knight-of-diamonds-242849","https://s2roms.cc/s3roms/Nintendo/USA/U-Z/Wizardry%20-%20The%20Knight%20of%20Diamonds%20%28U%29.zip"
"1613996119-5469","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=84","Monk Warriors (SMB1 Hack)","https://romsmania.cc/roms/nintendo/monk-warriors-smb1-hack-241665","https://romsmania.cc/statics/assets/covers/nintendo/41983front-6568.jpg","Monk Warriors (SMB1 Hack)","29.5KB","USA","null","601","0","0","Download","https://romsmania.cc/download/roms/nintendo/monk-warriors-smb1-hack-241665","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Monk%20Warriors%20%28SMB1%20Hack%29.zip"
"1613990435-4728","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=121","Super Mario Bros (JU)","https://romsmania.cc/roms/nintendo/super-mario-bros-ju-242412","https://romsmania.cc/statics/assets/covers/nintendo/super-mario-bros-japan-nes-nintendo.jpg","Super Mario Bros (JU)","30.0KB","USA","Platform","9,169","4.5","25","Download","https://romsmania.cc/download/roms/nintendo/super-mario-bros-ju-242412","https://s2roms.cc/s3roms/Nintendo/Pirate/Super%20Mario%20Bros%20%28JU%29%20%28PRG%201%29%20%5Bp1%5D.zip"
"1613998916-5906","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=62","Kazion Gradius (Gradius Hack)","https://romsmania.cc/roms/nintendo/kazion-gradius-gradius-hack-241228","https://romsmania.cc/statics/assets/covers/nintendo/kazion-gradius-(gradius-hack)-nintendo.png","Kazion Gradius (Gradius Hack)","37.0KB","USA","Action, Platform","1,281","4.5","12","Download","https://romsmania.cc/download/roms/nintendo/kazion-gradius-gradius-hack-241228","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Kazion%20Gradius%20%28Gradius%20Hack%29.zip"
"1613996385-5514","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=82","Mighty Bomb Jack [hM03]","https://romsmania.cc/roms/nintendo/mighty-bomb-jack-hm03-241620","https://romsmania.cc/statics/assets/covers/nintendo/29308front-5739.jpg","Mighty Bomb Jack [hM03]","28.5KB","USA","null","833","5","3","Download","https://romsmania.cc/download/roms/nintendo/mighty-bomb-jack-hm03-241620","https://s2roms.cc/s3roms/Nintendo/Pirate/Mighty%20Bomb%20Jack%20%5BhM03%5D%5Bp1%5D.zip"
"1614001684-6298","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=42","Final Fantasy 3 [T-Eng][a4]","https://romsmania.cc/roms/nintendo/final-fantasy-3-t-eng-a4-240840","https://romsmania.cc/statics/assets/covers/nintendo/final-fantasy-3-nintendo.jpg","Final Fantasy 3 [T-Eng][a4]","320.0KB","Japan","Role Playing","886","5","2","Download","https://romsmania.cc/download/roms/nintendo/final-fantasy-3-t-eng-a4-240840","https://s2roms.cc/s3roms/Nintendo/Translated/Final%20Fantasy%203%20%28J%29%20%5BT-Eng%5D%5Ba4%5D.zip"
"1614002627-6440","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=35","Dragon Ball Z 3 - Ressen Jinzou Ningen [hFFE]","https://romsmania.cc/roms/nintendo/dragon-ball-z-3-ressen-jinzou-ningen-hffe-240692","https://romsmania.cc/statics/assets/covers/nintendo/dragon-ball-Z-3-ressen-jinzou-ningen-nintendo.jpg","Dragon Ball Z 3 - Ressen Jinzou Ningen [hFFE]","250.3KB","Japan","Role Playing","4,618","3.8","35","Download","https://romsmania.cc/download/roms/nintendo/dragon-ball-z-3-ressen-jinzou-ningen-hffe-240692","https://s2roms.cc/s3roms/Nintendo/Pirate/Dragon%20Ball%20Z%203%20-%20Ressen%20Jinzou%20Ningen%20%28J%29%20%5BhFFE%5D%5Bp1%5D.zip"
"1613996845-5589","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=78","Mega Girl (Hack)","https://romsmania.cc/roms/nintendo/mega-girl-hack-241545","https://romsmania.cc/statics/assets/covers/nintendo/22079front-6511.jpg","Mega Girl (Hack)","75.6KB","USA","null","2,298","4.3","3","Download","https://romsmania.cc/download/roms/nintendo/mega-girl-hack-241545","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Mega%20Girl%20%28Hack%29.zip"
"1614000070-6081","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=53","Herakles No Eikou 2 - Titan No Metsubou [T-Eng1.3]","https://romsmania.cc/roms/nintendo/herakles-no-eikou-2-titan-no-metsubou-t-eng1-3-241051","https://romsmania.cc/statics/assets/covers/nintendo/herakles-no-eikou-2-titan-no-metsubou-nintendo.jpg","Herakles No Eikou 2 - Titan No Metsubou [T-Eng1.3]","142.7KB","Japan","Role Playing","748","0","0","Download","https://romsmania.cc/download/roms/nintendo/herakles-no-eikou-2-titan-no-metsubou-t-eng1-3-241051","https://s2roms.cc/s3roms/Nintendo/Translated/Herakles%20no%20Eikou%202%20-%20Titan%20no%20Metsubou%20%28J%29%20%5BT-Eng1.3%5D.zip"
"1613994786-5263","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=94","Pill Bros (SMB1 Hack)","https://romsmania.cc/roms/nintendo/pill-bros-smb1-hack-241871","https://romsmania.cc/statics/assets/covers/nintendo/51f1473a55d7b-6652.png","Pill Bros (SMB1 Hack)","29.8KB","USA","null","1,250","2","2","Download","https://romsmania.cc/download/roms/nintendo/pill-bros-smb1-hack-241871","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Pill%20Bros%20%28SMB1%20Hack%29.zip"
"1614048063-6591","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=28","Dai Senryaku [T-Eng1.0]","https://romsmania.cc/roms/nintendo/dai-senryaku-t-eng1-0-240538","https://romsmania.cc/statics/assets/covers/nintendo/dai-senryaku-(j)-nintendo.png","Dai Senryaku [T-Eng1.0]","50.1KB","Japan","Strategy","862","4.5","4","Download","https://romsmania.cc/download/roms/nintendo/dai-senryaku-t-eng1-0-240538","https://s2roms.cc/s3roms/Nintendo/Translated/Dai%20Senryaku%20%28J%29%20%5BT-Eng1.0%5D.zip"
"1613990425-4726","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=121","Super Mario Bros (JU)","https://romsmania.cc/roms/nintendo/super-mario-bros-ju-242417","https://romsmania.cc/statics/assets/covers/nintendo/super-mario-bros-japan-nes-nintendo.jpg","Super Mario Bros (JU)","30.1KB","USA","Hack, Platform","5,063","4.2","19","Download","https://romsmania.cc/download/roms/nintendo/super-mario-bros-ju-242417","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Super%20Mario%20Bros%20%28JU%29%20%5Bh1%5D.zip"
"1614001483-6272","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=44","Flipull - An Exciting Cube Game [p2]","https://romsmania.cc/roms/nintendo/flipull-an-exciting-cube-game-p2-240861","https://romsmania.cc/statics/assets/covers/nintendo/flipull-an-exciting-cube-game-nintendo.jpg","Flipull - An Exciting Cube Game [p2]","22.4KB","Japan","Puzzle","797","5","4","Download","https://romsmania.cc/download/roms/nintendo/flipull-an-exciting-cube-game-p2-240861","https://s2roms.cc/s3roms/Nintendo/Pirate/Flipull%20-%20An%20Exciting%20Cube%20Game%20%28J%29%20%5Bp2%5D.zip"
"1613991506-4912","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=112","Solstice","https://romsmania.cc/roms/nintendo/solstice-242225","https://romsmania.cc/statics/assets/covers/nintendo/49712front-4349.jpg","Solstice","69.7KB","USA","null","5,847","4.6","10","Download","https://romsmania.cc/download/roms/nintendo/solstice-242225","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Solstice%20%28U%29.zip"
"1613987326-4168","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=149","ZZZ_UNK_Boy And His Blob - Trouble On Blobolonia, A (Bad CH3)","https://romsmania.cc/roms/nintendo/zzz-unk-boy-and-his-blob-trouble-on-blobolonia-a-bad-ch3-242970","https://romsmania.cc/statics/assets/covers/nintendo/21833front-5227.jpg","ZZZ_UNK_Boy And His Blob - Trouble On Blobolonia, A (Bad CH3)","100.2KB","USA","null","741","0","0","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-boy-and-his-blob-trouble-on-blobolonia-a-bad-ch3-242970","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_Boy%20and%20His%20Blob%20-%20Trouble%20on%20Blobolonia%2C%20A%20%28Bad%20CH3%29.zip"
"1614050463-7100","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=2","3D Block","https://romsmania.cc/roms/nintendo/3d-block-240028","https://romsmania.cc/statics/assets/covers/nintendo/3d-block-nintendo.png","3D Block","14.8KB","USA","Action","3,940","3.9","47","Download","https://romsmania.cc/download/roms/nintendo/3d-block-240028","https://s2roms.cc/s3roms/Nintendo/Pirate/3D%20Block%20%5Bp1%5D.zip"
"1613988125-4323","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=141","Warpman","https://romsmania.cc/roms/nintendo/warpman-242815","https://romsmania.cc/statics/assets/covers/nintendo/40559front-5471.jpg","Warpman","13.5KB","Japan","null","1,822","4.5","5","Download","https://romsmania.cc/download/roms/nintendo/warpman-242815","https://s2roms.cc/s3roms/Nintendo/Pirate/Warpman%20%28J%29%20%5Bp1%5D.zip"
"1614049591-6896","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=12","Baseball Stars","https://romsmania.cc/roms/nintendo/baseball-stars-240232","https://romsmania.cc/statics/assets/covers/nintendo/baseball-stars-nintendo.jpg","Baseball Stars","123.4KB","USA","Sports","9,799","4.5","27","Download","https://romsmania.cc/download/roms/nintendo/baseball-stars-240232","https://s2roms.cc/s3roms/Nintendo/USA/A-C/Baseball%20Stars%20%28U%29.zip"
"1613994754-5258","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=94","Pinball (VS)","https://romsmania.cc/roms/nintendo/pinball-vs-241878","https://romsmania.cc/statics/assets/covers/nintendo/22166front-3548.jpg","Pinball (VS)","22.4KB","USA","null","2,911","3.6","6","Download","https://romsmania.cc/download/roms/nintendo/pinball-vs-241878","https://s2roms.cc/s3roms/Nintendo/VS/Pinball%20%28VS%29.zip"
"1613994705-5253","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=95","Pinbot (PC10)","https://romsmania.cc/roms/nintendo/pinbot-pc10-241881","https://romsmania.cc/statics/assets/covers/nintendo/pinbot-pc10-nintendo.png","Pinbot (PC10)","102.5KB","USA","null","1,671","2","1","Download","https://romsmania.cc/download/roms/nintendo/pinbot-pc10-241881","https://s2roms.cc/s3roms/Nintendo/PC10/Pinbot%20%28PC10%29.zip"
"1613991535-4918","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=111","Solar Wars Silent V.1 (PD)","https://romsmania.cc/roms/nintendo/solar-wars-silent-v-1-pd-242219","https://romsmania.cc/statics/assets/covers/nintendo/super-spy-hunter-5837.jpg","Solar Wars Silent V.1 (PD)","18.4KB","USA","null","510","0","0","Download","https://romsmania.cc/download/roms/nintendo/solar-wars-silent-v-1-pd-242219","https://s2roms.cc/s3roms/Nintendo/PD/Solar%20Wars%20Silent%20V.1%20%28PD%29.zip"
"1614039596-6539","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=30","Die Hard","https://romsmania.cc/roms/nintendo/die-hard-240590","https://romsmania.cc/statics/assets/covers/nintendo/die-hard-nintendo.jpg","Die Hard","121.4KB","USA","Misc","6,875","4.3","22","Download","https://romsmania.cc/download/roms/nintendo/die-hard-240590","https://s2roms.cc/s3roms/Nintendo/USA/D-F/Die%20Hard%20%28U%29.zip"
"1613988544-4400","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=137","TwinBee","https://romsmania.cc/roms/nintendo/twinbee-242741","https://romsmania.cc/statics/assets/covers/nintendo/40609front-5461.jpg","TwinBee","28.2KB","USA","null","15,092","3.6","50","Download","https://romsmania.cc/download/roms/nintendo/twinbee-242741","https://s2roms.cc/s3roms/Nintendo/Pirate/TwinBee%20%5Bp1%5D.zip"
"1613987532-4208","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=147","Zelda's Embrace - A New Legend (Zelda Hack)","https://romsmania.cc/roms/nintendo/zelda-s-embrace-a-new-legend-zelda-hack-242930","https://romsmania.cc/statics/assets/covers/nintendo/zelda-timeline-big-7071.jpg","Zelda's Embrace - A New Legend (Zelda Hack)","62.4KB","USA","null","4,823","3.5","57","Download","https://romsmania.cc/download/roms/nintendo/zelda-s-embrace-a-new-legend-zelda-hack-242930","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Zelda%27s%20Embrace%20-%20A%20New%20Legend%20%28Zelda%20Hack%29.zip"
"1614001658-6295","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=43","Final Fantasy 3 [T-Eng][a8]","https://romsmania.cc/roms/nintendo/final-fantasy-3-t-eng-a8-240843","https://romsmania.cc/statics/assets/covers/nintendo/final-fantasy-3-nintendo.jpg","Final Fantasy 3 [T-Eng][a8]","320.0KB","Japan","Role Playing","755","4.2","4","Download","https://romsmania.cc/download/roms/nintendo/final-fantasy-3-t-eng-a8-240843","https://s2roms.cc/s3roms/Nintendo/Translated/Final%20Fantasy%203%20%28J%29%20%5BT-Eng%5D%5Ba8%5D.zip"
"1613998249-5800","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=67","Legends Of The Diamond","https://romsmania.cc/roms/nintendo/legends-of-the-diamond-241334","https://romsmania.cc/statics/assets/covers/nintendo/49367front-4059.jpg","Legends Of The Diamond","139.8KB","USA","null","1,913","5","6","Download","https://romsmania.cc/download/roms/nintendo/legends-of-the-diamond-241334","https://s2roms.cc/s3roms/Nintendo/USA/L-O/Legends%20of%20the%20Diamond%20%28U%29.zip"
"1613991058-4829","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=116","Stunt Kids","https://romsmania.cc/roms/nintendo/stunt-kids-242308","https://romsmania.cc/statics/assets/covers/nintendo/49743front-4380.jpg","Stunt Kids","82.6KB","USA","null","1,598","5","1","Download","https://romsmania.cc/download/roms/nintendo/stunt-kids-242308","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Stunt%20Kids%20%28U%29.zip"
"1613997984-5759","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=69","Luigi And The Christmas Quest (SMB1 Hack)","https://romsmania.cc/roms/nintendo/luigi-and-the-christmas-quest-smb1-hack-241375","https://romsmania.cc/statics/assets/covers/nintendo/original-6174.jpg","Luigi And The Christmas Quest (SMB1 Hack)","31.0KB","USA","null","1,088","4.7","3","Download","https://romsmania.cc/download/roms/nintendo/luigi-and-the-christmas-quest-smb1-hack-241375","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Luigi%20and%20the%20Christmas%20Quest%20%28SMB1%20Hack%29.zip"
"1613994944-5287","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=93","Peach's Nightmare - No Mercy (Beta) (SMB1 Hack)","https://romsmania.cc/roms/nintendo/peach-s-nightmare-no-mercy-beta-smb1-hack-241847","https://romsmania.cc/statics/assets/nocover.png","Peach's Nightmare - No Mercy (Beta) (SMB1 Hack)","30.6KB","USA","null","623","5","3","Download","https://romsmania.cc/download/roms/nintendo/peach-s-nightmare-no-mercy-beta-smb1-hack-241847","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Peach%27s%20Nightmare%20-%20No%20Mercy%20%28Beta%29%20%28SMB1%20Hack%29.zip"
"1613991677-4947","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=110","SMB Challenge V5.0 (SMB1 Hack)","https://romsmania.cc/roms/nintendo/smb-challenge-v5-0-smb1-hack-242190","https://romsmania.cc/statics/assets/covers/nintendo/96326-nintendoentertainmentsystemgoodnesv314-1-6769.jpg","SMB Challenge V5.0 (SMB1 Hack)","30.3KB","USA","null","1,088","5","3","Download","https://romsmania.cc/download/roms/nintendo/smb-challenge-v5-0-smb1-hack-242190","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/SMB%20Challenge%20v5.0%20%28SMB1%20Hack%29.zip"
"1613986242-3982","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=158","ZZZ_UNK_Romance Of The Three Kingdoms 2 (167936)","https://romsmania.cc/roms/nintendo/zzz-unk-romance-of-the-three-kingdoms-2-167936-243156","https://romsmania.cc/statics/assets/covers/nintendo/m8zz8oet1n6pffbzzz5xg9g-5165.jpg","ZZZ_UNK_Romance Of The Three Kingdoms 2 (167936)","94.7KB","USA","null","805","1.5","1","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-romance-of-the-three-kingdoms-2-167936-243156","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_Romance%20of%20the%20Three%20Kingdoms%202%20%28U%29%20%28167936%29.zip"
"1613996313-5503","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=82","Millipede 2000 (Newer) (Millipede Hack)","https://romsmania.cc/roms/nintendo/millipede-2000-newer-millipede-hack-241631","https://romsmania.cc/statics/assets/covers/nintendo/49456front-6547.jpg","Millipede 2000 (Newer) (Millipede Hack)","14.6KB","USA","null","629","0","0","Download","https://romsmania.cc/download/roms/nintendo/millipede-2000-newer-millipede-hack-241631","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Millipede%202000%20%28Newer%29%20%28Millipede%20Hack%29.zip"
"1613999095-5935","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=61","K-Joust","https://romsmania.cc/roms/nintendo/k-joust-241199","https://romsmania.cc/statics/assets/covers/nintendo/k-joust-nintendo.jpg","K-Joust","11.6KB","USA","Action","1,184","5","6","Download","https://romsmania.cc/download/roms/nintendo/k-joust-241199","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/K-Joust%20%5Bh1%5D.zip"
