web-scraper-order,web-scraper-start-url,game,game-href,image-src,name,file_size,region,genre,download_count,rating,rate_count,download_url,download_url-href,real_url
"1614049545-6887","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=13","Batman [T-Port]","https://romsmania.cc/roms/nintendo/batman-t-port-240239","https://romsmania.cc/statics/assets/covers/nintendo/batman-nintendo.jpg","Batman [T-Port]","149.8KB","Japan","Action, Platform","5,010","4","30","Download","https://romsmania.cc/download/roms/nintendo/batman-t-port-240239","https://s2roms.cc/s3roms/Nintendo/Translated/Batman%20%28J%29%20%5BT-Port%5D.zip"
"1613993452-5059","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=104","RPG Bros (SMB1 Hack)","https://romsmania.cc/roms/nintendo/rpg-bros-smb1-hack-242078","https://romsmania.cc/statics/assets/covers/nintendo/rpg-bros-(smb1-hack)-nintendo.png","RPG Bros (SMB1 Hack)","30.1KB","USA","Platform","1,962","4.6","14","Download","https://romsmania.cc/download/roms/nintendo/rpg-bros-smb1-hack-242078","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/RPG%20Bros%20%28SMB1%20Hack%29.zip"
"1613986470-4020","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=156","ZZZ_UNK_Jajamaru","https://romsmania.cc/roms/nintendo/zzz-unk-jajamaru-243118","https://romsmania.cc/statics/assets/covers/nintendo/41870front-5122.jpg","ZZZ_UNK_Jajamaru","19.0KB","USA","null","616","4.2","3","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-jajamaru-243118","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_Jajamaru.zip"
"1614001116-6221","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=46","Ganbare Goemon! - Karakuri Douchuu [T-Eng1.02]","https://romsmania.cc/roms/nintendo/ganbare-goemon-karakuri-douchuu-t-eng1-02-240912","https://romsmania.cc/statics/assets/covers/nintendo/ganbare-goemon!-karakuri-douchuu-nintendo.jpg","Ganbare Goemon! - Karakuri Douchuu [T-Eng1.02]","106.5KB","Japan","Action","985","4.5","3","Download","https://romsmania.cc/download/roms/nintendo/ganbare-goemon-karakuri-douchuu-t-eng1-02-240912","https://s2roms.cc/s3roms/Nintendo/Translated/Ganbare%20Goemon%21%20-%20Karakuri%20Douchuu%20%28J%29%20%5BT-Eng1.02%5D.zip"
"1614000904-6188","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=48","Ghostbusters 2","https://romsmania.cc/roms/nintendo/ghostbusters-2-240945","https://romsmania.cc/statics/assets/covers/nintendo/ghostbusters-2-nintendo.jpg","Ghostbusters 2","101.6KB","USA","Platform","9,234","3.9","45","Download","https://romsmania.cc/download/roms/nintendo/ghostbusters-2-240945","https://s2roms.cc/s3roms/Nintendo/USA/G-K/Ghostbusters%202%20%28U%29.zip"
"1614002306-6389","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=38","Earth Bound [T-German1.0_GTrans]","https://romsmania.cc/roms/nintendo/earth-bound-t-german1-0-gtrans-240743","https://romsmania.cc/statics/assets/covers/nintendo/earth-bound-(prototype)-(u)-nintendo.png","Earth Bound [T-German1.0_GTrans]","224.2KB","USA","Role Playing","2,224","4.3","11","Download","https://romsmania.cc/download/roms/nintendo/earth-bound-t-german1-0-gtrans-240743","https://s2roms.cc/s3roms/Nintendo/Translated/Earth%20Bound%20%28Prototype%29%20%28U%29%20%5BT-German1.0_GTrans%5D.zip"
"1613989156-4512","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=132","Terra Cresta","https://romsmania.cc/roms/nintendo/terra-cresta-242626","https://romsmania.cc/statics/assets/covers/nintendo/49806front-4435.jpg","Terra Cresta","57.3KB","USA","null","3,573","5","5","Download","https://romsmania.cc/download/roms/nintendo/terra-cresta-242626","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Terra%20Cresta%20%28U%29.zip"
"1613995523-5373","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=89","Ninja Gaiden [T-Port]","https://romsmania.cc/roms/nintendo/ninja-gaiden-t-port-241761","https://romsmania.cc/statics/assets/covers/nintendo/20120924065414ninjagaidennes-4693.jpg","Ninja Gaiden [T-Port]","138.4KB","USA","null","1,996","4.8","6","Download","https://romsmania.cc/download/roms/nintendo/ninja-gaiden-t-port-241761","https://s2roms.cc/s3roms/Nintendo/Translated/Ninja%20Gaiden%20%28U%29%20%5BT-Port%5D.zip"
"1613996962-5607","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=77","Mashou [t1]","https://romsmania.cc/roms/nintendo/mashou-t1-241527","https://romsmania.cc/statics/assets/covers/nintendo/mashou-nintendo.jpg","Mashou [t1]","66.4KB","Japan","Action, Adventure","906","2.6","4","Download","https://romsmania.cc/download/roms/nintendo/mashou-t1-241527","https://s2roms.cc/s3roms/Nintendo/Trained/Mashou%20%28J%29%20%5Bt1%5D.zip"
"1613987299-4163","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=149","ZZZ_UNK_Captain Silver (Bad CHR 000eba04)","https://romsmania.cc/roms/nintendo/zzz-unk-captain-silver-bad-chr-000eba04-242975","https://romsmania.cc/statics/assets/covers/nintendo/tumblrnash2zzzuk1tewbeco1500-5233.png","ZZZ_UNK_Captain Silver (Bad CHR 000eba04)","102.2KB","USA","null","635","3.5","1","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-captain-silver-bad-chr-000eba04-242975","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_Captain%20Silver%20%28Bad%20CHR%20000eba04%29.zip"
"1613987589-4220","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=146","Zelda 2 - The Adventure Of Link [T-Span1.1.4]","https://romsmania.cc/roms/nintendo/zelda-2-the-adventure-of-link-t-span1-1-4-242917","https://romsmania.cc/statics/assets/covers/nintendo/zelda-2-the-adventure-of-link-nintendo.jpg","Zelda 2 - The Adventure Of Link [T-Span1.1.4]","85.0KB","USA","Role Playing","2,125","4.2","13","Download","https://romsmania.cc/download/roms/nintendo/zelda-2-the-adventure-of-link-t-span1-1-4-242917","https://s2roms.cc/s3roms/Nintendo/Translated/Zelda%202%20-%20The%20Adventure%20of%20Link%20%28U%29%20%5BT-Span1.1.4%5D.zip"
"1614000372-6123","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=51","Guevara [hFFE]","https://romsmania.cc/roms/nintendo/guevara-hffe-241010","https://romsmania.cc/statics/assets/covers/nintendo/guevara-nintendo.jpg","Guevara [hFFE]","123.4KB","Japan","Misc","1,704","4.9","8","Download","https://romsmania.cc/download/roms/nintendo/guevara-hffe-241010","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Guevara%20%28J%29%20%5BhFFE%5D.zip"
"1614047434-6547","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=30","Dezaemon [T-Eng1.1][a2]","https://romsmania.cc/roms/nintendo/dezaemon-t-eng1-1-a2-240581","https://romsmania.cc/statics/assets/covers/nintendo/dezaemon-nintendo.jpg","Dezaemon [T-Eng1.1][a2]","72.7KB","Japan","Action, Shooter","572","0","0","Download","https://romsmania.cc/download/roms/nintendo/dezaemon-t-eng1-1-a2-240581","https://s2roms.cc/s3roms/Nintendo/Translated/Dezaemon%20%28J%29%20%5BT-Eng1.1%5D%5Ba2%5D.zip"
"1613987598-4222","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=146","Zelda 2 - The Adventure Of Link [T-German1.0_GTrans]","https://romsmania.cc/roms/nintendo/zelda-2-the-adventure-of-link-t-german1-0-gtrans-242915","https://romsmania.cc/statics/assets/covers/nintendo/cover-4578.jpg","Zelda 2 - The Adventure Of Link [T-German1.0_GTrans]","84.8KB","USA","null","2,363","4.1","10","Download","https://romsmania.cc/download/roms/nintendo/zelda-2-the-adventure-of-link-t-german1-0-gtrans-242915","https://s2roms.cc/s3roms/Nintendo/Translated/Zelda%202%20-%20The%20Adventure%20of%20Link%20%28U%29%20%5BT-German1.0_GTrans%5D.zip"
"1614050145-7027","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=6","Akumajou Densetsu [hM16]","https://romsmania.cc/roms/nintendo/akumajou-densetsu-hm16-240101","https://romsmania.cc/statics/assets/covers/nintendo/akumajou-densetsu-nintendo.jpg","Akumajou Densetsu [hM16]","236.4KB","Japan","Misc","2,564","4.5","13","Download","https://romsmania.cc/download/roms/nintendo/akumajou-densetsu-hm16-240101","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Akumajou%20Densetsu%20%28J%29%20%5BhM16%5D.zip"
"1613987644-4231","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=146","YY-SMB2 B1 V1.06e (SMB1 Hack)","https://romsmania.cc/roms/nintendo/yy-smb2-b1-v1-06e-smb1-hack-242907","https://romsmania.cc/statics/assets/covers/nintendo/yy-smb2-b1-v1.06e-(smb1-hack)-nintendo.png","YY-SMB2 B1 V1.06e (SMB1 Hack)","29.8KB","USA","Hack, Platform","5,001","4","61","Download","https://romsmania.cc/download/roms/nintendo/yy-smb2-b1-v1-06e-smb1-hack-242907","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/YY-SMB2%20B1%20v1.06e%20%28SMB1%20Hack%29.zip"
"1613991592-4929","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=111","Soccer (FDS Hack)","https://romsmania.cc/roms/nintendo/soccer-fds-hack-242208","https://romsmania.cc/statics/assets/covers/nintendo/40614front-6773.jpg","Soccer (FDS Hack)","24.6KB","Japan","null","1,680","3.9","3","Download","https://romsmania.cc/download/roms/nintendo/soccer-fds-hack-242208","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Soccer%20%28FDS%20Hack%29%20%28J%29.zip"
"1614049349-6842","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=15","Binary Land","https://romsmania.cc/roms/nintendo/binary-land-240286","https://romsmania.cc/statics/assets/covers/nintendo/binary-land-nintendo.jpg","Binary Land","10.9KB","Japan","Action","4,775","3.6","30","Download","https://romsmania.cc/download/roms/nintendo/binary-land-240286","https://s2roms.cc/s3roms/Nintendo/Pirate/Binary%20Land%20%28J%29%20%5Bp1%5D.zip"
"1613990843-4794","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=118","Super Black Onyx","https://romsmania.cc/roms/nintendo/super-black-onyx-242343","https://romsmania.cc/statics/assets/covers/nintendo/40915front-6817.jpg","Super Black Onyx","115.7KB","Japan","null","703","5","2","Download","https://romsmania.cc/download/roms/nintendo/super-black-onyx-242343","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Super%20Black%20Onyx%20%28J%29%20%5Bh1%5D.zip"
"1613991862-4985","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=108","Shockwave","https://romsmania.cc/roms/nintendo/shockwave-242152","https://romsmania.cc/statics/assets/covers/nintendo/49672front-4317.jpg","Shockwave","29.0KB","USA","null","1,159","0","0","Download","https://romsmania.cc/download/roms/nintendo/shockwave-242152","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Shockwave%20%28U%29.zip"
"1614050312-7065","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=4","Abarenbou Tengu (Zombie Nation)","https://romsmania.cc/roms/nintendo/abarenbou-tengu-zombie-nation-240063","https://romsmania.cc/statics/assets/covers/nintendo/abarenbou-tengu-(zombie-nation)-nintendo.jpg","Abarenbou Tengu (Zombie Nation)","125.4KB","Japan","Shooter","1,917","4.6","7","Download","https://romsmania.cc/download/roms/nintendo/abarenbou-tengu-zombie-nation-240063","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Abarenbou%20Tengu%20%28Zombie%20Nation%29%20%28J%29%20%5Bh1%5D.zip"
"1613998906-5904","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=62","Kero Kero Keroppi No Dai Bouken [T-Eng1.0][a1]","https://romsmania.cc/roms/nintendo/kero-kero-keroppi-no-dai-bouken-t-eng1-0-a1-241230","https://romsmania.cc/statics/assets/covers/nintendo/kero-kero-keroppi-no-dai-bouken-nintendo.jpg","Kero Kero Keroppi No Dai Bouken [T-Eng1.0][a1]","34.4KB","Japan","Action","1,094","4.3","3","Download","https://romsmania.cc/download/roms/nintendo/kero-kero-keroppi-no-dai-bouken-t-eng1-0-a1-241230","https://s2roms.cc/s3roms/Nintendo/Translated/Kero%20Kero%20Keroppi%20no%20Dai%20Bouken%20%28J%29%20%5BT-Eng1.0%5D%5Ba1%5D.zip"
"1613991782-4967","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=109","Simpsons - Bart Vs The Space Mutants, The","https://romsmania.cc/roms/nintendo/simpsons-bart-vs-the-space-mutants-the-242170","https://romsmania.cc/statics/assets/covers/nintendo/26121front-4326.jpg","Simpsons - Bart Vs The Space Mutants, The","139.7KB","USA","null","32,836","3.2","49","Download","https://romsmania.cc/download/roms/nintendo/simpsons-bart-vs-the-space-mutants-the-242170","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Simpsons%20-%20Bart%20Vs%20the%20Space%20Mutants%2C%20The%20%28U%29.zip"
"1613991351-4881","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=113","Sqoon","https://romsmania.cc/roms/nintendo/sqoon-242256","https://romsmania.cc/statics/assets/covers/nintendo/49717front-5396.jpg","Sqoon","23.7KB","Japan","null","1,263","4.7","3","Download","https://romsmania.cc/download/roms/nintendo/sqoon-242256","https://s2roms.cc/s3roms/Nintendo/Pirate/Sqoon%20%28J%29%20%5Bp1%5D.zip"
"1613988567-4404","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=137","Twin Eagle - Revenge Joe's Brother","https://romsmania.cc/roms/nintendo/twin-eagle-revenge-joe-s-brother-242735","https://romsmania.cc/statics/assets/covers/nintendo/twineagle-revengejoe-sbrother-1989-romstarincorporated-5465.jpg","Twin Eagle - Revenge Joe's Brother","68.4KB","Japan","null","862","3.8","3","Download","https://romsmania.cc/download/roms/nintendo/twin-eagle-revenge-joe-s-brother-242735","https://s2roms.cc/s3roms/Nintendo/Pirate/Twin%20Eagle%20-%20Revenge%20Joe%27s%20Brother%20%28J%29%20%5Bp1%5D.zip"
"1614002121-6361","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=39","Facemaker (Dr. PC. Jr.)","https://romsmania.cc/roms/nintendo/facemaker-dr-pc-jr-240771","https://romsmania.cc/statics/assets/covers/nintendo/facemaker-(dr-pc-jr)-(chinese)-nintendo.png","Facemaker (Dr. PC. Jr.)","16.0KB","China","Puzzle","837","3.3","2","Download","https://romsmania.cc/download/roms/nintendo/facemaker-dr-pc-jr-240771","https://s2roms.cc/s3roms/Nintendo/UNK/Facemaker%20%28Dr.%20PC.%20Jr.%29%20%28Chinese%29.zip"
"1614049060-6777","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=18","Bubble Bobble Shitmongers (Hack)","https://romsmania.cc/roms/nintendo/bubble-bobble-shitmongers-hack-240353","https://romsmania.cc/statics/assets/covers/nintendo/bubble-bobble-shitmongers-(hack)-nintendo.png","Bubble Bobble Shitmongers (Hack)","68.6KB","USA","Shooter","1,098","3.8","10","Download","https://romsmania.cc/download/roms/nintendo/bubble-bobble-shitmongers-hack-240353","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Bubble%20Bobble%20Shitmongers%20%28Hack%29.zip"
"1614049056-6776","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=18","Bubble Bobble Shitmongers (Hack) [a1]","https://romsmania.cc/roms/nintendo/bubble-bobble-shitmongers-hack-a1-240352","https://romsmania.cc/statics/assets/covers/nintendo/bubble-bobble-shitmongers-(hack)-nintendo.png","Bubble Bobble Shitmongers (Hack) [a1]","68.7KB","USA","Shooter","963","5","3","Download","https://romsmania.cc/download/roms/nintendo/bubble-bobble-shitmongers-hack-a1-240352","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Bubble%20Bobble%20Shitmongers%20%28Hack%29%20%5Ba1%5D.zip"
"1613995304-5338","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=90","Obake No Q Tarou - Wanwan Panic","https://romsmania.cc/roms/nintendo/obake-no-q-tarou-wanwan-panic-241796","https://romsmania.cc/statics/assets/covers/nintendo/obake-no-q-tarou-wanwan-panic-nintendo.jpg","Obake No Q Tarou - Wanwan Panic","22.9KB","Japan","Action","1,865","4","8","Download","https://romsmania.cc/download/roms/nintendo/obake-no-q-tarou-wanwan-panic-241796","https://s2roms.cc/s3roms/Nintendo/Pirate/Obake%20no%20Q%20Tarou%20-%20Wanwan%20Panic%20%28J%29%20%5Bp1%5D.zip"
"1614002597-6436","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=36","Dragon Destiny V0.12 (Destiny Of An Emperor Hack)","https://romsmania.cc/roms/nintendo/dragon-destiny-v0-12-destiny-of-an-emperor-hack-240696","https://romsmania.cc/statics/assets/covers/nintendo/dragon-destiny-v0.12-(destiny-of-an-emperor-hack)-nintendo.png","Dragon Destiny V0.12 (Destiny Of An Emperor Hack)","152.1KB","USA","Action","836","4.4","6","Download","https://romsmania.cc/download/roms/nintendo/dragon-destiny-v0-12-destiny-of-an-emperor-hack-240696","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Dragon%20Destiny%20V0.12%20%28Destiny%20of%20an%20Emperor%20Hack%29.zip"
"1613993405-5051","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=105","Rygar (PC10)","https://romsmania.cc/roms/nintendo/rygar-pc10-242085","https://romsmania.cc/statics/assets/covers/nintendo/rygar-nintendo.png","Rygar (PC10)","76.2KB","USA","null","2,171","5","2","Download","https://romsmania.cc/download/roms/nintendo/rygar-pc10-242085","https://s2roms.cc/s3roms/Nintendo/PC10/Rygar%20%28PC10%29.zip"
"1613988371-4368","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=139","Vegas Dream","https://romsmania.cc/roms/nintendo/vegas-dream-242770","https://romsmania.cc/statics/assets/covers/nintendo/49881front-4501.jpg","Vegas Dream","90.4KB","USA","null","2,507","3.5","2","Download","https://romsmania.cc/download/roms/nintendo/vegas-dream-242770","https://s2roms.cc/s3roms/Nintendo/USA/U-Z/Vegas%20Dream%20%28U%29.zip"
"1614047805-6573","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=29","Death Dodge Ball (Super Dodge Ball Hack)","https://romsmania.cc/roms/nintendo/death-dodge-ball-super-dodge-ball-hack-240556","https://romsmania.cc/statics/assets/covers/nintendo/death-dodge-ball-(-super-dodge-ball-hack-)-nintendo.jpg","Death Dodge Ball (Super Dodge Ball Hack)","99.7KB","USA","Sports","1,699","4.1","9","Download","https://romsmania.cc/download/roms/nintendo/death-dodge-ball-super-dodge-ball-hack-240556","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Death%20Dodge%20Ball%20%28Super%20Dodge%20Ball%20Hack%29.zip"
"1613986595-4043","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=155","ZZZ_UNK_FC6020XGozonjiYaji","https://romsmania.cc/roms/nintendo/zzz-unk-fc6020xgozonjiyaji-243095","https://romsmania.cc/statics/assets/covers/nintendo/nes-megaman-5093.jpg","ZZZ_UNK_FC6020XGozonjiYaji","229.3KB","Japan","null","534","5","1","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-fc6020xgozonjiyaji-243095","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_FC6020XGozonjiYaji%28J%29.zip"
"1614049613-6900","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=12","Baseball (VS) (Player 2 Mode) [a1]","https://romsmania.cc/roms/nintendo/baseball-vs-player-2-mode-a1-240227","https://romsmania.cc/statics/assets/covers/nintendo/Baseball-(vs)-nintendo.jpg","Baseball (VS) (Player 2 Mode) [a1]","30.2KB","USA","Sports","975","3.5","1","Download","https://romsmania.cc/download/roms/nintendo/baseball-vs-player-2-mode-a1-240227","https://s2roms.cc/s3roms/Nintendo/VS/Baseball%20%28VS%29%20%28Player%202%20Mode%29%20%5Ba1%5D.zip"
"1613993799-5114","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=102","Retrocoders Demo For Y2Kode (PD)","https://romsmania.cc/roms/nintendo/retrocoders-demo-for-y2kode-pd-242023","https://romsmania.cc/statics/assets/covers/nintendo/hqdefault-5827.jpg","Retrocoders Demo For Y2Kode (PD)","14.6KB","USA","null","632","0","0","Download","https://romsmania.cc/download/roms/nintendo/retrocoders-demo-for-y2kode-pd-242023","https://s2roms.cc/s3roms/Nintendo/PD/Retrocoders%20Demo%20for%20Y2Kode%20%28PD%29.zip"
"1613990914-4805","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=117","Super Arabian","https://romsmania.cc/roms/nintendo/super-arabian-242332","https://romsmania.cc/statics/assets/covers/nintendo/310928front-6805.jpg","Super Arabian","14.6KB","Japan","null","1,921","3.7","8","Download","https://romsmania.cc/download/roms/nintendo/super-arabian-242332","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Super%20Arabian%20%28J%29%20%5Bh1%5D.zip"
